Date,ActualCases,Predicts
2020-05-04,24972,24923
2020-05-05,22593,29561
2020-05-06,23841,21861
2020-05-07,24128,21778
2020-05-08,28369,22784
2020-05-09,26957,31149
2020-05-10,25612,24492
2020-05-11,20258,21146
2020-05-12,18117,18886
2020-05-13,22048,20879
2020-05-14,20782,20901
2020-05-15,27143,25962
2020-05-16,25508,26774
2020-05-17,24487,18147
2020-05-18,18873,18714
2020-05-19,21841,22049
2020-05-20,19970,19484
2020-05-21,23285,24049
2020-05-22,25434,23048
2020-05-23,24147,26332
2020-05-24,21236,19183
2020-05-25,20568,19556
2020-05-26,19064,20240
2020-05-27,18910,19679
2020-05-28,18721,22531
2020-05-29,21817,21345
2020-05-30,25337,23799
2020-05-31,23297,18867
2020-06-01,19807,18499
2020-06-02,21086,21056
2020-06-03,20544,19963
2020-06-04,19699,23845
2020-06-05,21140,22457
2020-06-06,25178,23185
2020-06-07,22223,18379
2020-06-08,22302,19411
2020-06-09,18822,21779
2020-06-10,18665,20631
2020-06-11,20614,22525
2020-06-12,22883,24346
2020-06-13,25639,23335
2020-06-14,25540,21825
2020-06-15,19543,22223
2020-06-16,19957,20281
2020-06-17,23705,21298
2020-06-18,25559,25401
2020-06-19,27762,27571
2020-06-20,29909,30004
2020-06-21,34158,27209
2020-06-22,25793,26197
2020-06-23,31390,29863
2020-06-24,34720,34942
2020-06-25,34339,38058
2020-06-26,40949,41279
2020-06-27,45527,43820
2020-06-28,42486,40260
2020-06-29,38673,43471
2020-06-30,41556,45363
2020-07-01,43880,44166
2020-07-02,52048,51705
2020-07-03,53399,54721
2020-07-04,54442,57967
2020-07-05,45221,50508
2020-07-06,49093,49423
2020-07-07,49990,52418
2020-07-08,57473,56796
2020-07-09,58906,61365
2020-07-10,63004,65585
2020-07-11,66625,65139
2020-07-12,63051,61154
2020-07-13,57258,62828
2020-07-14,58114,64411
2020-07-15,68518,67629
2020-07-16,67717,70395
2020-07-17,76930,75604
2020-07-18,71494,72715
2020-07-19,63749,67273
2020-07-20,61796,66240
2020-07-21,56750,65865
2020-07-22,72048,69329
2020-07-23,68848,74076
2020-07-24,63196,71057
2020-07-25,78427,67198
2020-07-26,65498,63773
2020-07-27,55993,60265
2020-07-28,56243,64348
2020-07-29,61734,62928
2020-07-30,74985,68393
2020-07-31,68032,70599
2020-08-01,67023,62671
2020-08-02,58407,55088
2020-08-03,47511,51547
2020-08-04,45607,56519
2020-08-05,57525,58255
2020-08-06,52804,53690
2020-08-07,59755,57758
2020-08-08,58150,50798
2020-08-09,56221,43521
2020-08-10,46847,43934
2020-08-11,49530,52966
2020-08-12,46813,52218
2020-08-13,55941,55504
2020-08-14,51094,53504
2020-08-15,64838,48979
2020-08-16,48085,45091
2020-08-17,42104,39636
2020-08-18,35056,48171
2020-08-19,44091,46896
2020-08-20,47426,47244
2020-08-21,44005,50253
2020-08-22,49880,41208
2020-08-23,44378,33660
2020-08-24,34506,34498
2020-08-25,38298,38544
2020-08-26,38119,44009
2020-08-27,42848,39540
2020-08-28,45909,48331
2020-08-29,49654,39964
2020-08-30,44143,34327
2020-08-31,35581,32631
2020-09-01,33850,39385
2020-09-02,44639,44841
2020-09-03,38754,45704
2020-09-04,36249,46268
2020-09-05,51071,40881
2020-09-06,44140,32895
2020-09-07,30555,34783
2020-09-08,24250,35339
2020-09-09,27122,34796
2020-09-10,31927,31410
2020-09-11,37507,38456
2020-09-12,48061,34485
2020-09-13,40820,28894
2020-09-14,33871,26478
2020-09-15,34841,38169
2020-09-16,51473,44259
2020-09-17,24598,38595
2020-09-18,43567,50410
2020-09-19,50209,44604
2020-09-20,40295,33182
2020-09-21,39852,34786
2020-09-22,53153,48042
2020-09-23,38307,47303
2020-09-24,37930,48301
2020-09-25,44213,53719
2020-09-26,55013,45637
2020-09-27,45368,42479
2020-09-28,36248,39613
2020-09-29,32998,45702
2020-09-30,43017,35662
2020-10-01,41982,43332
2020-10-02,44771,53143
2020-10-03,54471,47315
2020-10-04,50659,38661
2020-10-05,34901,43300
2020-10-06,40705,41708
2020-10-07,43062,42217
2020-10-08,48182,48096
2020-10-09,56800,60479
2020-10-10,58082,51448
2020-10-11,54271,45211
2020-10-12,43597,45201
2020-10-13,41653,52827
2020-10-14,52517,47327
2020-10-15,59386,59730
2020-10-16,63785,67587
2020-10-17,70256,65127
2020-10-18,56611,53122
2020-10-19,47843,54231
2020-10-20,60160,59242
2020-10-21,58549,62794
2020-10-22,62978,67219
2020-10-23,72058,76661
2020-10-24,85329,72096
2020-10-25,83056,68728
2020-10-26,59440,67231
2020-10-27,68359,77049
2020-10-28,75129,76023
2020-10-29,78371,84446
2020-10-30,88130,96391
2020-10-31,101273,90651
2020-11-01,78934,76008
2020-11-02,81001,86540
2020-11-03,83883,85796
2020-11-04,92734,93829
2020-11-05,102507,104802
2020-11-06,122436,119843
2020-11-07,130623,118700
2020-11-08,121413,111521
2020-11-09,110693,115744
2020-11-10,138901,134900
2020-11-11,147274,147882
2020-11-12,143306,157957
2020-11-13,153669,171096
2020-11-14,184813,169104
2020-11-15,165277,162804
2020-11-16,132170,166397
2020-11-17,168425,171869
2020-11-18,154316,170961
2020-11-19,170005,185271
2020-11-20,188020,196605
2020-11-21,196117,186949
2020-11-22,175494,167996
2020-11-23,157471,181283
2020-11-24,173963,181951
2020-11-25,170293,178794
2020-11-26,186589,192184
2020-11-27,106091,167799
2020-11-28,207913,146571
2020-11-29,154893,141760
2020-11-30,167760,147463
2020-12-01,184286,161053
2020-12-02,201186,177308
2020-12-03,217959,230886
2020-12-04,231181,215474
2020-12-05,205757,165916
2020-12-06,172159,221712
2020-12-07,204142,210600
2020-12-08,219905,224160
2020-12-09,219678,163326
2020-12-10,225252,254885
2020-12-11,280514,238722
2020-12-12,207444,208390
2020-12-13,184248,219652
2020-12-14,201073,221676
2020-12-15,203000,212643
2020-12-16,245033,245124
2020-12-17,238189,262603
2020-12-18,251447,228085
2020-12-19,193947,179298
2020-12-20,179803,201059
2020-12-21,201723,217515
2020-12-22,201674,215821
2020-12-23,227750,207229
2020-12-24,193557,257743
2020-12-25,91922,119292
2020-12-26,225930,146159
2020-12-27,152102,177741
2020-12-28,189044,183746
2020-12-29,201106,196370
2020-12-30,229349,208423
2020-12-31,230982,229235
2021-01-01,147159,200290
2021-01-02,291384,185899
2021-01-03,201980,223640
2021-01-04,198181,235413
2021-01-05,235051,270739
2021-01-06,255728,253867
2021-01-07,280292,186638
2021-01-08,300594,279177
2021-01-09,252142,250663
2021-01-10,208338,255969
2021-01-11,222921,253114
2021-01-12,229712,257130
2021-01-13,229298,251221
2021-01-14,238390,233506
2021-01-15,241104,241507
2021-01-16,201732,206031
2021-01-17,169641,207516
2021-01-18,142587,183631
